"","X.x.x","fulcrum_id.x","created_at.x.x","observer","observer_other","date","location","start_time","end_time","survey_comments.x","X.y.x","fulcrum_id.y.x","created_at.y.x","species","bag_id","time_of_capture","body_temperature","microhabitat_type","microhabitat_temperature","bag_photo","X.x.y","fulcrum_id.y.y","created_at.x.y","processor","processor_other","survey_comments.y","X.y.y","fulcrum_id.y.y.y","created_at.y.y","species_capture","species_capture_other","capture_type","capture_type_other","capture_mark_recapture","life_stage","life_stage_other","sex","sex_other","snout_vent_length","body_and_bag_mass","bag_mass","body_mass","bd_swab_tube_id","bacterial_swab_tube_id","mucusome_id","amp_id_1","amp_id_2","amp_id_3","amp_id_4","antibody_id_1","antibody_id_2","antibody_id_3","antibody_id_4","toe_clip_tube_id"
"154",2,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 19:31:25 EDT","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,488,"492083bf-770d-4ada-85d7-9da13a21d361","2022-05-20 01:28:59 UTC",NA,"Bag05","21:28:00",18.3,"Water",18.3,"3d702528-f451-4c1d-88e5-2f8c87a918ac",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,519,"b53cc41f-a561-42dc-bc15-e10fd38e09a3","2022-05-20 06:19:19 UTC","Rana catesbeiana",NA,"Recapture",NA,"2765fa30-d94c-4fcb-9343-55b9133d6ebc",NA,NA,NA,NA,48.2,NA,NA,NA,"2022-05-19 admin raca#26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,464,"492083bf-770d-4ada-85d7-9da13a21d361","2022-05-20 01:28:59 UTC",NA,"Bag05","21:28:00",18.3,"Water",18.3,"3d702528-f451-4c1d-88e5-2f8c87a918ac",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,519,"b53cc41f-a561-42dc-bc15-e10fd38e09a3","2022-05-20 06:19:19 UTC","Rana catesbeiana",NA,"Recapture",NA,"2765fa30-d94c-4fcb-9343-55b9133d6ebc",NA,NA,NA,NA,48.2,NA,NA,NA,"2022-05-19 admin raca#26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,488,"492083bf-770d-4ada-85d7-9da13a21d361","2022-05-20 01:28:59 UTC",NA,"Bag05","21:28:00",18.3,"Water",18.3,"3d702528-f451-4c1d-88e5-2f8c87a918ac",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,519,"b53cc41f-a561-42dc-bc15-e10fd38e09a3","2022-05-20 06:19:19 UTC","Rana catesbeiana",NA,"Recapture",NA,"2765fa30-d94c-4fcb-9343-55b9133d6ebc",NA,NA,NA,NA,48.2,NA,NA,NA,"2022-05-19 admin raca#26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 19:31:25 EDT","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,465,"7fce6149-2af8-4bc2-8efc-e02bf4b7f0e8","2022-05-20 01:32:07 UTC",NA,"Bag09","21:32:00",17.8,"Water",18,"f955b55c-6c9f-4eb5-a39d-01cd8d077064",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,496,"0b07727f-b3ae-4f47-b0e2-17eec067cc0d","2022-05-20 03:26:21 UTC","Rana pipiens",NA,"New",NA,"c66d5bf6-5dd6-484d-9579-057a979982d0","Adult",NA,"Female",NA,49.5,12.5,4,8.5,"2022-08-15-admin-rapi3","2022-08-15-admin-rapi3","2022-08-15-admin-rapi3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",2,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 19:31:25 EDT","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,489,"7fce6149-2af8-4bc2-8efc-e02bf4b7f0e8","2022-05-20 01:32:07 UTC",NA,"Bag09","21:32:00",17.8,"Water",18,"f955b55c-6c9f-4eb5-a39d-01cd8d077064",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,496,"0b07727f-b3ae-4f47-b0e2-17eec067cc0d","2022-05-20 03:26:21 UTC","Rana pipiens",NA,"New",NA,"c66d5bf6-5dd6-484d-9579-057a979982d0","Adult",NA,"Female",NA,49.5,12.5,4,8.5,"2022-08-15-admin-rapi3","2022-08-15-admin-rapi3","2022-08-15-admin-rapi3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,465,"7fce6149-2af8-4bc2-8efc-e02bf4b7f0e8","2022-05-20 01:32:07 UTC",NA,"Bag09","21:32:00",17.8,"Water",18,"f955b55c-6c9f-4eb5-a39d-01cd8d077064",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,496,"0b07727f-b3ae-4f47-b0e2-17eec067cc0d","2022-05-20 03:26:21 UTC","Rana pipiens",NA,"New",NA,"c66d5bf6-5dd6-484d-9579-057a979982d0","Adult",NA,"Female",NA,49.5,12.5,4,8.5,"2022-08-15-admin-rapi3","2022-08-15-admin-rapi3","2022-08-15-admin-rapi3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,489,"7fce6149-2af8-4bc2-8efc-e02bf4b7f0e8","2022-05-20 01:32:07 UTC",NA,"Bag09","21:32:00",17.8,"Water",18,"f955b55c-6c9f-4eb5-a39d-01cd8d077064",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,496,"0b07727f-b3ae-4f47-b0e2-17eec067cc0d","2022-05-20 03:26:21 UTC","Rana pipiens",NA,"New",NA,"c66d5bf6-5dd6-484d-9579-057a979982d0","Adult",NA,"Female",NA,49.5,12.5,4,8.5,"2022-08-15-admin-rapi3","2022-08-15-admin-rapi3","2022-08-15-admin-rapi3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",3,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-19 21:08:19 EDT","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,452,"a0a8a4d1-ee01-43f3-a5ba-bc0c37fb1931","2022-05-20 01:34:21 UTC",NA,"Bag28","21:34:00",19.4,"Water",19.7,"5e3d058b-9aed-4204-90c0-5f7571358273",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,515,"830a9555-886c-4c65-b836-acfa512804ff","2022-05-20 06:10:28 UTC","Rana catesbeiana",NA,"Recapture",NA,"357f2934-a97e-420d-9340-df83654030c3",NA,NA,NA,NA,55.6,NA,NA,NA,"2022-05-19 admin raca#22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",3,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-19 21:08:19 EDT","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,506,"a0a8a4d1-ee01-43f3-a5ba-bc0c37fb1931","2022-05-20 01:34:21 UTC",NA,"Bag28","21:34:00",19.4,"Water",19.7,"5e3d058b-9aed-4204-90c0-5f7571358273",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,515,"830a9555-886c-4c65-b836-acfa512804ff","2022-05-20 06:10:28 UTC","Rana catesbeiana",NA,"Recapture",NA,"357f2934-a97e-420d-9340-df83654030c3",NA,NA,NA,NA,55.6,NA,NA,NA,"2022-05-19 admin raca#22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",82,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-20 01:08:19 UTC","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,452,"a0a8a4d1-ee01-43f3-a5ba-bc0c37fb1931","2022-05-20 01:34:21 UTC",NA,"Bag28","21:34:00",19.4,"Water",19.7,"5e3d058b-9aed-4204-90c0-5f7571358273",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,515,"830a9555-886c-4c65-b836-acfa512804ff","2022-05-20 06:10:28 UTC","Rana catesbeiana",NA,"Recapture",NA,"357f2934-a97e-420d-9340-df83654030c3",NA,NA,NA,NA,55.6,NA,NA,NA,"2022-05-19 admin raca#22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",82,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-20 01:08:19 UTC","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,506,"a0a8a4d1-ee01-43f3-a5ba-bc0c37fb1931","2022-05-20 01:34:21 UTC",NA,"Bag28","21:34:00",19.4,"Water",19.7,"5e3d058b-9aed-4204-90c0-5f7571358273",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,515,"830a9555-886c-4c65-b836-acfa512804ff","2022-05-20 06:10:28 UTC","Rana catesbeiana",NA,"Recapture",NA,"357f2934-a97e-420d-9340-df83654030c3",NA,NA,NA,NA,55.6,NA,NA,NA,"2022-05-19 admin raca#22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 19:31:25 EDT","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,466,"2d0823da-ff06-4ce6-b66c-0d8259e806fd","2022-05-20 01:37:02 UTC",NA,"Bag15","21:37:00",17.6,"Water",17.8,"462bb5df-49ec-4f8f-b71b-018ae889990f",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,494,"8783ced0-4029-45c8-9b0c-651645009fe4","2022-05-20 03:13:08 UTC","Rana pipiens",NA,"New",NA,"c41fcf0a-adbf-4d4e-b604-d5887b7f0c77","Adult",NA,"Female",NA,57,19.5,4.5,15,"2022-05-19-admin-rapi1","2022-05-19-admin-rapi1","2022-05-19-admin-rapi1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",2,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 19:31:25 EDT","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,490,"2d0823da-ff06-4ce6-b66c-0d8259e806fd","2022-05-20 01:37:02 UTC",NA,"Bag15","21:37:00",17.6,"Water",17.8,"462bb5df-49ec-4f8f-b71b-018ae889990f",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,494,"8783ced0-4029-45c8-9b0c-651645009fe4","2022-05-20 03:13:08 UTC","Rana pipiens",NA,"New",NA,"c41fcf0a-adbf-4d4e-b604-d5887b7f0c77","Adult",NA,"Female",NA,57,19.5,4.5,15,"2022-05-19-admin-rapi1","2022-05-19-admin-rapi1","2022-05-19-admin-rapi1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,466,"2d0823da-ff06-4ce6-b66c-0d8259e806fd","2022-05-20 01:37:02 UTC",NA,"Bag15","21:37:00",17.6,"Water",17.8,"462bb5df-49ec-4f8f-b71b-018ae889990f",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,494,"8783ced0-4029-45c8-9b0c-651645009fe4","2022-05-20 03:13:08 UTC","Rana pipiens",NA,"New",NA,"c41fcf0a-adbf-4d4e-b604-d5887b7f0c77","Adult",NA,"Female",NA,57,19.5,4.5,15,"2022-05-19-admin-rapi1","2022-05-19-admin-rapi1","2022-05-19-admin-rapi1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,490,"2d0823da-ff06-4ce6-b66c-0d8259e806fd","2022-05-20 01:37:02 UTC",NA,"Bag15","21:37:00",17.6,"Water",17.8,"462bb5df-49ec-4f8f-b71b-018ae889990f",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,494,"8783ced0-4029-45c8-9b0c-651645009fe4","2022-05-20 03:13:08 UTC","Rana pipiens",NA,"New",NA,"c41fcf0a-adbf-4d4e-b604-d5887b7f0c77","Adult",NA,"Female",NA,57,19.5,4.5,15,"2022-05-19-admin-rapi1","2022-05-19-admin-rapi1","2022-05-19-admin-rapi1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",3,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-19 21:08:19 EDT","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,453,"41a9ff8f-9446-4186-8994-874029a00563","2022-05-20 01:43:31 UTC",NA,"Bag27","21:43:00",20.1,"Water",20.4,"1f66b20b-3b9a-47e7-b60a-e5e06fa6ee35",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,501,"a8c442f3-185e-43ab-8450-edff5dd1f1e0","2022-05-20 04:18:07 UTC","Rana catesbeiana",NA,"New",NA,"ce63171b-8e98-40fe-a62f-9561391bb8a4","Adult",NA,"Female",NA,71,35,3.5,31.5,"2022-05-19-admin-raca8","2022-05-19-admin-raca8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",3,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-19 21:08:19 EDT","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,507,"41a9ff8f-9446-4186-8994-874029a00563","2022-05-20 01:43:31 UTC",NA,"Bag27","21:43:00",20.1,"Water",20.4,"1f66b20b-3b9a-47e7-b60a-e5e06fa6ee35",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,501,"a8c442f3-185e-43ab-8450-edff5dd1f1e0","2022-05-20 04:18:07 UTC","Rana catesbeiana",NA,"New",NA,"ce63171b-8e98-40fe-a62f-9561391bb8a4","Adult",NA,"Female",NA,71,35,3.5,31.5,"2022-05-19-admin-raca8","2022-05-19-admin-raca8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",82,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-20 01:08:19 UTC","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,453,"41a9ff8f-9446-4186-8994-874029a00563","2022-05-20 01:43:31 UTC",NA,"Bag27","21:43:00",20.1,"Water",20.4,"1f66b20b-3b9a-47e7-b60a-e5e06fa6ee35",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,501,"a8c442f3-185e-43ab-8450-edff5dd1f1e0","2022-05-20 04:18:07 UTC","Rana catesbeiana",NA,"New",NA,"ce63171b-8e98-40fe-a62f-9561391bb8a4","Adult",NA,"Female",NA,71,35,3.5,31.5,"2022-05-19-admin-raca8","2022-05-19-admin-raca8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",82,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-20 01:08:19 UTC","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,507,"41a9ff8f-9446-4186-8994-874029a00563","2022-05-20 01:43:31 UTC",NA,"Bag27","21:43:00",20.1,"Water",20.4,"1f66b20b-3b9a-47e7-b60a-e5e06fa6ee35",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,501,"a8c442f3-185e-43ab-8450-edff5dd1f1e0","2022-05-20 04:18:07 UTC","Rana catesbeiana",NA,"New",NA,"ce63171b-8e98-40fe-a62f-9561391bb8a4","Adult",NA,"Female",NA,71,35,3.5,31.5,"2022-05-19-admin-raca8","2022-05-19-admin-raca8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 19:31:25 EDT","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,468,"8ced5f6b-298e-4629-8a31-a2d8fa3612ac","2022-05-20 01:45:28 UTC",NA,"Bag22","21:45:00",17.7,"Water",17.8,"f138bbc6-2cc3-42e1-93c4-b6cd184421e4",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,516,"ae4896a5-f395-4168-8dfe-2d5e4c54d33d","2022-05-20 06:13:09 UTC","Rana catesbeiana",NA,"Recapture",NA,"8587650d-e715-469e-bec9-3c1727c51ca1",NA,NA,NA,NA,54.2,NA,NA,NA,NA,"2022-05-19 admin raca#23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 19:31:25 EDT","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,492,"8ced5f6b-298e-4629-8a31-a2d8fa3612ac","2022-05-20 01:45:28 UTC",NA,"Bag22","21:45:00",17.7,"Water",17.8,"f138bbc6-2cc3-42e1-93c4-b6cd184421e4",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,516,"ae4896a5-f395-4168-8dfe-2d5e4c54d33d","2022-05-20 06:13:09 UTC","Rana catesbeiana",NA,"Recapture",NA,"8587650d-e715-469e-bec9-3c1727c51ca1",NA,NA,NA,NA,54.2,NA,NA,NA,NA,"2022-05-19 admin raca#23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,468,"8ced5f6b-298e-4629-8a31-a2d8fa3612ac","2022-05-20 01:45:28 UTC",NA,"Bag22","21:45:00",17.7,"Water",17.8,"f138bbc6-2cc3-42e1-93c4-b6cd184421e4",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,516,"ae4896a5-f395-4168-8dfe-2d5e4c54d33d","2022-05-20 06:13:09 UTC","Rana catesbeiana",NA,"Recapture",NA,"8587650d-e715-469e-bec9-3c1727c51ca1",NA,NA,NA,NA,54.2,NA,NA,NA,NA,"2022-05-19 admin raca#23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,492,"8ced5f6b-298e-4629-8a31-a2d8fa3612ac","2022-05-20 01:45:28 UTC",NA,"Bag22","21:45:00",17.7,"Water",17.8,"f138bbc6-2cc3-42e1-93c4-b6cd184421e4",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,516,"ae4896a5-f395-4168-8dfe-2d5e4c54d33d","2022-05-20 06:13:09 UTC","Rana catesbeiana",NA,"Recapture",NA,"8587650d-e715-469e-bec9-3c1727c51ca1",NA,NA,NA,NA,54.2,NA,NA,NA,NA,"2022-05-19 admin raca#23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",3,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-19 21:08:19 EDT","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,454,"62d9d770-0bb5-4e48-8bae-b86c42d47e44","2022-05-20 01:47:21 UTC",NA,"Bag06","21:47:00",18.6,"Wet ground",18.8,"2d6d1f37-af35-430b-bc14-0ce262d44f04",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,495,"13e68922-7766-4fba-9715-a715322d57ef","2022-05-20 03:20:15 UTC","Rana pipiens",NA,"New",NA,"4bf16a1b-53e3-4bd9-a7f3-5ce95b789758","Adult",NA,"Female",NA,66.5,26,3.5,22.5,"2022-08-19-admin-rapi2","2022-08-19-admin-rapi2","2022-08-19-admin-rapi2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",3,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-19 21:08:19 EDT","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,508,"62d9d770-0bb5-4e48-8bae-b86c42d47e44","2022-05-20 01:47:21 UTC",NA,"Bag06","21:47:00",18.6,"Wet ground",18.8,"2d6d1f37-af35-430b-bc14-0ce262d44f04",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,495,"13e68922-7766-4fba-9715-a715322d57ef","2022-05-20 03:20:15 UTC","Rana pipiens",NA,"New",NA,"4bf16a1b-53e3-4bd9-a7f3-5ce95b789758","Adult",NA,"Female",NA,66.5,26,3.5,22.5,"2022-08-19-admin-rapi2","2022-08-19-admin-rapi2","2022-08-19-admin-rapi2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",82,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-20 01:08:19 UTC","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,454,"62d9d770-0bb5-4e48-8bae-b86c42d47e44","2022-05-20 01:47:21 UTC",NA,"Bag06","21:47:00",18.6,"Wet ground",18.8,"2d6d1f37-af35-430b-bc14-0ce262d44f04",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,495,"13e68922-7766-4fba-9715-a715322d57ef","2022-05-20 03:20:15 UTC","Rana pipiens",NA,"New",NA,"4bf16a1b-53e3-4bd9-a7f3-5ce95b789758","Adult",NA,"Female",NA,66.5,26,3.5,22.5,"2022-08-19-admin-rapi2","2022-08-19-admin-rapi2","2022-08-19-admin-rapi2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",82,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-20 01:08:19 UTC","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,508,"62d9d770-0bb5-4e48-8bae-b86c42d47e44","2022-05-20 01:47:21 UTC",NA,"Bag06","21:47:00",18.6,"Wet ground",18.8,"2d6d1f37-af35-430b-bc14-0ce262d44f04",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,495,"13e68922-7766-4fba-9715-a715322d57ef","2022-05-20 03:20:15 UTC","Rana pipiens",NA,"New",NA,"4bf16a1b-53e3-4bd9-a7f3-5ce95b789758","Adult",NA,"Female",NA,66.5,26,3.5,22.5,"2022-08-19-admin-rapi2","2022-08-19-admin-rapi2","2022-08-19-admin-rapi2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",2,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 19:31:25 EDT","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,469,"3eaf48b5-1e48-46e3-b22d-1976ff580cfe","2022-05-20 01:48:00 UTC",NA,"Bag23","21:48:00",17.9,"Water",18.1,"9bd35ea5-5f93-434e-95d3-fedb4b2de9af",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,518,"551b2fd3-3ad0-4620-b999-9bc6c9ffa650","2022-05-20 06:17:02 UTC","Rana catesbeiana",NA,"Recapture",NA,"71643ec1-cc76-4ccd-b969-09f38eda3867",NA,NA,NA,NA,52.3,NA,NA,NA,"2022-05-19 admin raca#25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",2,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 19:31:25 EDT","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,493,"3eaf48b5-1e48-46e3-b22d-1976ff580cfe","2022-05-20 01:48:00 UTC",NA,"Bag23","21:48:00",17.9,"Water",18.1,"9bd35ea5-5f93-434e-95d3-fedb4b2de9af",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,518,"551b2fd3-3ad0-4620-b999-9bc6c9ffa650","2022-05-20 06:17:02 UTC","Rana catesbeiana",NA,"Recapture",NA,"71643ec1-cc76-4ccd-b969-09f38eda3867",NA,NA,NA,NA,52.3,NA,NA,NA,"2022-05-19 admin raca#25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,469,"3eaf48b5-1e48-46e3-b22d-1976ff580cfe","2022-05-20 01:48:00 UTC",NA,"Bag23","21:48:00",17.9,"Water",18.1,"9bd35ea5-5f93-434e-95d3-fedb4b2de9af",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,518,"551b2fd3-3ad0-4620-b999-9bc6c9ffa650","2022-05-20 06:17:02 UTC","Rana catesbeiana",NA,"Recapture",NA,"71643ec1-cc76-4ccd-b969-09f38eda3867",NA,NA,NA,NA,52.3,NA,NA,NA,"2022-05-19 admin raca#25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
